,text
236,@FEMARegion6 Do you have a list of evacuation centers or shelters that u can share for TX survivors? Thx! #Harvey
237,@CenTexRedCross has announced additional training opportunities today for #Harvey shelter volunteers:… https://t.co/O1m70a3zDe
238,@CenTexRedCross has announced additional training opportunities today for #Harvey shelter volunteers:… https://t.co/2v1G6bK4We
239,"in Dallas, seeking refuge from #Harvey, CALL 211 info shelters – just opened rec center- 7071 Bonnie View, Dallas 75241, Tommie Allen Recrea"
240,".@RedCross says they are ""prepared to shelter and help people for as long as needed."" #Harvey… https://t.co/hWVfEWL6av"
241,"RIGHT NOW: 955 people in two full shelters in #SanAntonio; 3rd shelter still has room, per SAFD #Harvey"
242,"Shelter update in San Antonio... 955 people in, 2 shelters full, 3rd has plenty of space. #Harvey #kens5eyewitness"
243,Goodbyes at Dallas shelters. #Harvey evacuees can't have pets in shelters. Animal Services take them. To be reunite… https://t.co/pqS7xe82sN
244,The high school was being used as a shelter. This is heartbreaking. #Harvey https://t.co/7Cq79j7zHZ
245,Airbnb Is helping Hurricane #Harvey evacuees find  shelter https://t.co/Q03zGsOCrq
246,I hope literally zero people stay away from shelter because they’re worried about their immigration status. I suspect it’s not zero #harvey
247,Dallas Animal Services going to shelters picking up pets. Evacuees can't have pets in the shelters. Will be reunite… https://t.co/Rkpy4HOYL1
248,All I can think of is the poor homeless and abandoned animals without shelter during #Harvey
249,@weatherchannel Pets are #Harvey refugees too. Inland shelters are in need of donations and fosters. @spcaoftexas (… https://t.co/LdnWdD7xGj
250,JUST IN: @RedCrossDFW opens second #Harvey shelter at Tommie Allen Rec Center https://t.co/oMAmwyG0yN
251,JUST IN: @RedCrossDFW opens second #Harvey shelter at Tommie Allen Rec Center https://t.co/rUXqFY05LL
252,Second shelter opened for evacuees at Tommie M. Allen Rec Center located at 7071 Bonnie View Rd #harvey
253,Call 2-1-1 for Texas #evacueeshelter options during Hurricane #Harvey https://t.co/Po2umU7ozE via @KCENNews #Shelters
254,"Important: Hurricane #Harvey Disaster Survivors w/Disabilities Hotline 800-626-4959 
Help with shelter/meds/etc 

S… https://t.co/s1MvNYc22z"
255,La Marque TX shelter #Harvey #HurricaneHarvey https://t.co/MNg0q1qPNd
256,UPDATE: Workers putting the final touches on a second shelter about to open in Dallas for Hurricane #Harvey evacuee… https://t.co/uajYE1GHOh
257,Download FEMA app for up to date list of shelters https://t.co/g1CRyqfAeD #Harvey #HurricaneHarvery
258,"mportant: Hurricane #Harvey Disaster Survivors w/Disabilities Hotline 800-626-4959 Help with shelter/meds/etc 
Shar… https://t.co/esPOaHO9ep"
259,"Praying for all affected by #HurricaneHarvey... 🙏

#eyeofthestorm #Harvey #refuge #safehaven #shelter #safety… https://t.co/bBFWDxyn05"
260,Galveston shelter at McGuire-Dent Recreation Center 2222 28th Street #Harvey #HurricaneHarvery
261,"ANOTHER tornado warning for the Sugar Land area until 2:30 a.m. If you're in the area, take shelter, NOW. #Harvey #houwx"
262,All is quiet at the EOC AT&amp;T Center... dozens of buses are lined up to take evacuees to shelters #harvey https://t.co/qevHsGZrut
263,Sugar Land area- Take shelter NOW. #Harvey #houwx https://t.co/yelkiXFSSE
264,1248a- new Tornado WARNING including Liverpool!  Stay in shelter.  #txwx #harvey https://t.co/TUI4CtxNgK
265,Praying for the people in Texas!  Please find shelter &amp; be safe. #Category4 #Harvey #Rockport
266,"When @ReedTimmerAccu takes shelter and you decide it's time for a drive, think again. #Harvey https://t.co/aCKdx0xC66"
267,"Prayin for those who can evacuate &amp; those who remain sheltered in place! Buildings &amp; things can be replaced, humans cant.❤ ea other! #Harvey"
268,Just learning #Harvey is a cat 4. I'm praying Texans heeded the warnings and evacuated or heavily sheltered.
269,Animal 'shelters' n Animal Control 'euthanizing' animals in #TX 'due to hurricane'? Serve Up the KARMA #Harvey NO #prayfortexas YeahISaidIt
270,Aransas Pass: City reports that all employees that stayed at #APPD are safe and sheltered as of 10:54pm. #Harvey
271,Immigrants &amp; migrant workers especially vulnerable after #harvey @RedCross @FEMARegion6 @GregAbbott_TX says no checkpoints at shelters
272,Hoping everyone went back and found shelter #hurricaneharvey #harvey https://t.co/nhv6qPr3zr
273,"In #Harvey's path? Locate a shelter near you here: 
https://t.co/dhGzl1SmpS
#TX"
274,"Reports: Rockport Ace Hardware destroyed. 128 evac'ed to shelter from Rockport Fairfield Inn, &amp; large boats inland in Port Aransas #Harvey"
275,Was Rockport High School being used as a shelter? I am sending my prayers! #harvey #HurricaineHarvey
276,@Jeff_Piotrowski back live again in #Rockport trying to find shelter 15 mins till Back side of eye wall hits… https://t.co/j81wJbDbk7
277,"Happy to host 71 students &amp; 1 dog from @AggiesByTheSea in College Station 4 shelter, food, &amp; supplies in the midst of #Harvey. #AggieFamily"
278,"Forgot to mention, and it pains me to do this. People were inside the school, considered a shelter. Now dreading the news.  #Harvey"
279,"NOW: Police say 128 people evacuated from Fairfield Inn and sent to shelter after hotel destroyed from #Harvey. 
Via @ZachKFOX_CBS"
280,"#BREAKING: This high school was Live Oak elementary and it wasn't used for a shelter.

#HurricaineHarvey #Harvey https://t.co/uX8gLkmoZE"
281,Recent preliminary storm report: over a hundred people evacuated from a hotel to a shelter. #Harvey https://t.co/FzojZPb6BF
282,"#Breaking: 128 people evacuated from Fairfield Inn and sent to shelter after hotel destroyed from #Harvey. 

Source… https://t.co/MpDAzhMEAW"
283,Reports of #Rockport High School being damaged/destroyed. Schools are often used as shelters. Was this one? #Harvey.
284,"Law enforcement reports significant damage to the Rockport Fairfield Inn, 128 people evacuated to shelter #Harvey"
285,This is the hotel where the media / chasers were staying in Rockport. They are now moving to shelter while in the e… https://t.co/wAsaa5N7n8
286,"Buildings in #Rockport Texas sheltering #harvey evacuees are ""collapsing"". Please be Fake News."
287,@RedCross Dozens of #shelters opening along path of Hurricane #Harvey. Find a location https://t.co/41kE2H4Y97 https://t.co/qCUVQ58TWe
288,https://t.co/tKrFqhaQlW Livestock shelter open at Travis County Expo Center #Harvey
289,Abilene's Salvation Army setting up disaster shelter for hurricane evacuees https://t.co/MkgcxW4LZi  #Harvey… https://t.co/F83B8rsXTM
290,"Do Not Drop Your Pets off at Animal Shelters, Do not leave them, take them with you if you seek shelter… https://t.co/CYDM2myFvT"
291,One of the biggest concerns at this hour is folks trapped in the eye having safe shelter. Calm will turn quickly to… https://t.co/YZ8KS7sVs3
292,#prayforrockport the high school collapsed and there were people inside for shelter from the storm. #harvey
293,Weather guy in Port Lavaca seriously needs to seek shelter #Harvey #itaintworthit
294,"this is not good, Schools are usually shelters during storms.  Prayers for #Rockford  #Harvey https://t.co/558FDOqYuk"
295,Some reports now that #Rockport High School has been leveled. It is being used as a shelter. Very sad to hear.… https://t.co/0Wy87l3vLx
296,My prayers go out to all the people that have been/will be hit by #harvey . Please find adequate shelter and stay safe! ♥️♥️♥️
297,"If sheltering in place for Hurricane #Harvey:
📢Listen to officials
📱Let family... https://t.co/xMtDfv79rw by #bcsalvador via @c0nvey"
298,Mike needs to seek shelter! @weatherchannel #HARVEY
299,"Word that emergency responders cannot get to the high school in #Rockport, where people are sheltering in place. #Harvey #HurricaineHarvey"
300,"""It is so important for those seeking shelter to find a place capable of giving shelter."" #StupidWeatherQuotes #HurricaineHarvey #Harvey"
301,@RedCross Dozens of #shelters opening along path of Hurricane #Harvey. Find a location https://t.co/41kE2H4Y97 https://t.co/pEjHxqBQAn
302,"Family, friends, loved ones: please stay safe, be smart, take shelter, help neighbors. We're our brother's keeper… https://t.co/L1Tfu52cHT"
303,@RedCross Dozens of #shelters opening along path of Hurricane #Harvey. Find a location https://t.co/41kE2H4Y97 https://t.co/h4hLyOY06O
304,@RedCross Dozens of #shelters opening along path of Hurricane #Harvey. Find a location https://t.co/41kE2H4Y97 https://t.co/NnNtswZxyf
305,Met this one at the Delco Center shelter for coastal evacuees today. Her family evacuated from Victoria. She's ador… https://t.co/n6gvfEqdCi
306,downside to hurricane news dump: all of us sheltering in place have plenty of time to read up &amp; get real angry… https://t.co/N5bpk4Yevu
307,@RedCross Dozens of #shelters opening along path of Hurricane #Harvey. Find a location https://t.co/41kE2H4Y97 https://t.co/QWY5linJjP
308,MT @RedCross Dozens of #shelters opening along path of Hurricane #Harvey. Find a location https://t.co/DceCnmPUWQ  https://t.co/PK3fH1cfip
309,"🙏""@arlemJM: Evacuating w 🐱🐕#pets? @HarveyRelief has a map of #pet approved #shelters! https://t.co/eAd3DsL53W""… https://t.co/ykCWv7O9Ej"
310,"If you need shelter in an affected #Harvey location, find  info here: https://t.co/qgOGp1qsT1 stay safe!"
311,"View updated #Harvey shelter information here: https://t.co/vM7PAEI73a Please stay safe, everyone."
312,"What #Harvey looks like from Space.😳Lord, please protect &amp; shelter all in the path. You're an ever present help in… https://t.co/t2quhWCqpL"
313,Evacuating with pets? @HarveyRelief has a map of pet approved shelters! https://t.co/fNQHzuomFa #Harvey2017… https://t.co/oCBYrbzVvp
314,South Texas Wazers — Need help finding the closest shelter or fuel during Hurricane #Harvey? The @Waze app has you… https://t.co/aHASJtApbm
315,@Jeff_Piotrowski He got out of the car and seemed to be looking for shelter elsewhere but he had stopped narrating.… https://t.co/1BWKvEFgVs
316,My friends at @austinpetsalive are helping shelters in the direct line of #HurricaneHarvey.… https://t.co/6IcKWlAXr0
317,There's a tornado warning in the Rosenberg area. Take shelter or run like hell #Harvey
318,"Family flees storm, finds space at Austin shelter - Victoria Advocate #HurricaneHarvey #Harvey  https://t.co/G5Z979UJfS"
319,Our hearts are with #Texas ♥️ Please find shelter and higher ground #Harvey
320,Tomorrow morning Bell County will help shelter people fleeing #Harvey. County officials will assign people to sever… https://t.co/dlsw8EgetY
321,I'm sheltering in place. That place is daddy's lap. #harvey https://t.co/5UmQX4oJTs
322,"Pleasanton Texas animal shelter , stopped by law from evacuating the animals ! #harvey https://t.co/m3HXdMgM8u"
323,@AynRandPaulRyan This country is so fucked up right abt now #Trump stupid ass may send goons to the storm shelters… https://t.co/5TleFvVOr9
324,This guy live on periscope sheltered in a car wash. Still.   #HurricaneHarvey #Harvey #Harvey2017 https://t.co/gMRhcna90E
325,Huge THANK YOU to the volunteers who took training today to help in shelters. #standingroomonly  #harvey https://t.co/DXJdEHtwzU
326,"Retweeted FEMA (@fema):

If sheltering in place for Hurricane #Harvey:
📢Listen to officials
📱Let family know... https://t.co/QVOADsTarP"
327,@KeithOlbermann Plz help us confirm truth behind rumors of ICE staking out shelters &amp; carding for illegals in… https://t.co/gP8eaHHGUv
328,#GOES16 IR just as impressive man I hope people are sheltered and safe. #Harvey https://t.co/O1YOQXe9TX
329,I survived #Hurricane Charley in my 1962 fallout shelter ( Google it ) Punta Gorda Cape Coral  Fl VERY Scarry God P… https://t.co/FgREFLEAMF
330,"Only essential personnel are available at XEBO headquarters. Please be patient with replies, we in Houston are sheltered down! #Harvey #Cat4"
331,These shelters in Houston could use your financial help. They are saving lives tonight. #Harvey https://t.co/lYDt1oXUC6
332,Thinking of those in the path of #Harvey and hoping that they find safe shelter. https://t.co/golwhQp1Ns
333,#Harvey All Texans who are on the path of Hurricane Harvey take shelter tonight Your life is more valuable than anything else #cpashoustontx
334,"@KeithOlbermann Hearing ICE is staking out some shelters in #Harvey's path, carding for illegals. Some choosing not to go in. Plz look into."
335,"@MMFlint Hearing about ICE staking out shelters, carding for illegals. Some choosing not to go in, asking what to do instead. True? #Harvey"
336,"Update: Victoria officials now telling ppl to shelter, not evacuate. Too dangerous 2 drive #harvey #HurricaineHarvey https://t.co/L1We7f04nI"
337,#Harvey is now a Cat 4 #hurricane. Find a shelter location via @RedCross now - https://t.co/vJguRLAgJf
338,"@chelseahandler hearing ICE staking out some shelters, carding for illegals. Some choosing not to go in, asking what to do instead. #Harvey"
339,"@tedlieu we're hearing ICE staking out some shelters in #Harvey's path, carding for illegals, using nat disaster to round them up. True?Help"
340,INBOX: Gov. @GregAbbott_TX suspends state and local hotel occupancy taxes as Texans seek shelter during #Harvey https://t.co/Vdd6UQPFXl
341,"Retweeted American Red Cross (@RedCross):

Dozens of #shelters are opening along the path of Hurricane #Harvey.... https://t.co/z3rNMwmDip"
342,"We know you're low, @realDonaldTrump, but using natural disaster to have ICE stake out shelters is just plain evil. May you rot. #Harvey"
343,@ConvoyofHope Hey I'm looking for a list of Pet friendly shelters in the #hurricane #Harvey area. Pet friendly shel… https://t.co/wnCTaCJxSk
344,"@GeorgeTakei 1/2 We're already hearing ICE is staking out shelters in #Harvey's path to round up undocs. People being ""carded"" at shelters."
345,"Hearing about #ICE staking out shelters in #Harvey's path, rounding up undocs. So, @realDonaldTrump literally forcing people into the storm."
346,"fema:If sheltering in place for Hurricane #Harvey:
📢Listen to officials
📱Let family know you're okay
🔋Charge devic… https://t.co/qCyJXpODW3)"
347,"Forecasters at the NWS in Corpus Christi, TX are sheltering in place for the long haul for Hurricane #Harvey.… https://t.co/lXnukFFk4C"
348,"#Harvey upcoming disaster response. ICE agent to Hispanic family at homeless shelter who have just lost everything ""show me your papers"""
349,"While immigrants too scared to seek shelter from #Harvey for fear of deportation are being killed by the hurricane, Trump pardons Arpaio!"
350,"Dozens of #shelters are opening along the path of Hurricane #Harvey.To find a location,visit: (cont) https://t.co/0cKARgLlJT"
351,"#Harvey
My biggest fear is #trump will have #BorderPatrol trolling evacuation sites to deport immigrants seeking shelter."
352,"Texas-stay safe. Dozens of #shelters are opening along the path of Hurricane #Harvey. To find a location, visit:… https://t.co/ctnBE5ftcc"
353,Here is a list of shelters and storm information sources from across Bluebonnet's service region. https://t.co/7194kst62J #Harvey
354,"#harvey Hey guys, I'm in a good spot so please don't worry. Volunteer if you can, give blood, foster a shelter animal, do what you can"
355,I hope (though doubt) they have LGBTIQ friendly public shelters in Texas #Harvey
356,"Retweeted FEMA (@fema):

If sheltering in place for Hurricane #Harvey:
📢Listen to officials
📱Let family know... https://t.co/eaUenZgc1I"
357,"Thinking of trans kids, adolescents and adults navigating unfamiliar crowded public shelters in Texas. All the love to you #Harvey"
358,"Please God, take care of who couldn't take shelter, evacuate, are sick, homeless and elderly in TX, #Hurricane #Harvey"
359,Many could die; Power will not be restored for weeks! #Harvey is dangerous. Leave your home &amp; take shelter. #Texas… https://t.co/70xv86rlJe
360,Speaking w/ residents in Victoria who are staying in shelters. Monique worries for loved ones who would not leave t… https://t.co/7XATIx3Gx3
361,"Keeping everyone in our prayers...While some of Houston’s homeless seek shelter, others try to tough out #Harvey https://t.co/oAVAEPBxga"
362,"If sheltering in place for Hurricane #Harvey:
📢Listen to officials
📱Let family know you're okay
🔋Charge devices"
363,I hope my fellow meteorologists and reporters in the field remember that safety comes first. Please be safe. Seek shelter now!!! #Harvey
364,@NHC_Atlantic Find open shelters in your area with the FEMA App or text SHELTER and your zip code to 4FEMA (43362).… https://t.co/XAlhmznvlX
365,@sandra_bee28 Thank you Sandra! #Harvey just reached CAT 4 status &amp; all San Antonio shelters are maxed out! Since I… https://t.co/wp0hczv8cT
366,Tell her to go to an animal shelter or veterinarian and get some chill pills &amp; muscle relaxants for her precious an… https://t.co/GXQXlau6mQ
367,"If sheltering in place for Hurricane #Harvey:
📢Listen to officials
📱Let family know you're okay
🔋Charge devices
https://t.co/jWYsguabtu"
368,Oh TX &amp; LA. #Harvey is now a Cat 4. Katrina when it hit land was a Cat 3. And nightfall is coming. Please heed warnings. Please find shelter
369,I hope they get to shelter. #HomelessInHouston #HurricaneHarvey #Harvey https://t.co/zn9UsG4UX2
370,"ATTENTION #snowflakes near hurricane #Harvey

“Safe space” means safe place of shelter, not the room w/ bunnies and puppies you are used to."
371,"Category 4 😵 , How do I know if I am in a good shelter or not ?! I am in Kingsville (Hometown) #Harvey"
372,#Harvey is now a #Category4 please be safe guys. It is not safe to leave. People in shelters stay in.
373,I am NOT looking forward to seeing the aftermath of this. Hope everyone's safe in shelters over there... #harvey
374,@CorpusChristiPD officers have been ordered to take shelter. Will not be responding until #Harvey's most intensive… https://t.co/n58eWYiP6r
375,"Be safe out there everyone! 

For evacuation updates, open shelters, and other safety information visit https://t.co/HmUeKXkiTX

#Harvey"
376,BNT wishes shelter and safe passage for all those in the path of Hurricane #Harvey: https://t.co/8TUKfKfYZS
377,#TX - emergency shelters in #Victoria are full. #Harvey #HurricaneHarvey #txwx #hrmd https://t.co/YYqZiXYDhr
378,"@wolfgang2242 hey can you help? I'm trying to get a list of Pet friendly shelters, hotels etc for those in the path of #Hurricane #Harvey"
379,I hope people have gone to their local shelters. Sending you all prayers from North Texas. #Harvey https://t.co/aQl4hTQdPf
380,BREAKING #Harvey is cat 4 now with landfall in a couple of hours. Seek shelter immediately! https://t.co/xz9AowMQSe
381,Sure hope everyone in the path of #Harvey is sheltered safely. Animals too.
382,#harvey #HurricaneHarvey  now a category 4. Take shelter Texas.
383,"TORNADO WARNING: Take shelter, Wharton County! #Harvey #HurricaineHarvey https://t.co/EHE0iAaZkZ"
384,"First United Methodist Church, Johnson City preparing to open as temporary shelter https://t.co/gAZMZTMxuj #riotxac… https://t.co/xC2ITeqURa"
385,If you are looking for shelter or have loved ones who are here's some options just keep in mind they may not accept… https://t.co/yvfmnketby
386,Anyone wanting to donate diapers and food to Hurricane Harvey evacuees should bring the items to the Food Bank NOT the shelters. #Harvey
387,Anyone wanting to donate diapers and food to Hurricane Harvey evacuees should bring the items to the Food Bank NOT the shelters. #Harvey
388,"Couldn't make it to the planned spot, so we'll have a drink here and then shelter at home. #staysafe #harvey... https://t.co/TRnCekY5ee"
389,"If you haven't evacuated, please take shelter now. Safe ride-out for everyone on the coast as #Harvey comes in. ⛵️ https://t.co/rYVd9H4MQ6"
390,someone get @JimCantore somw shelter.... @weatherchannel #Harvey https://t.co/vdfIWiQoze
391,If you're on I-37 out of Corpus Christi find strong shelter asap. Incoming winds in nxt 2hrs will be strong enough… https://t.co/IIYWGAoUlG
392,Interview with @BetoORourke and  @martysuzanne at @CenTexRedCross on #Harvey shelter and relief efforts. https://t.co/mmywvYS1fk
393,"Open shelters in Texas #Hurricane #Harvey #AmericanRedCross 

https://t.co/va43XDfuVn"
394,"If you are seeking a large or small animal shelter/holding facility in your area or in your evacuation area, call 2-1-1 #harvey #txwx"
395,"🙏""@fema: Find open #shelters in ur area w #FEMA #App or text SHELTER &amp; ur zip code 2 4FEMA (43362) #Harvey Download… https://t.co/8QpeHjcEC8"
396,"Seek shelter now, if you are in South Central Coastal Texas! Expect 4 to 5 feet of rainfall, flash flooding &amp; torna… https://t.co/Jt4TTrYmc9"
397,.@RedCross shelter in #Victoria is already nearly full. Max capacity of 340 people. Ruth Johnson is 102. #Harvey… https://t.co/Gfw7tIKNf9
398,"For those asking about #Harvey shelters, none are open at this time, but they are prepped and ready to go. #abc13 https://t.co/F2bJFgTZqW"
399,@pettraxinc Hey do you have any info on pet friendly shelters for those in #Hurricane #Harvey
400,"No shelters are open in the City of Houston at this time.  If they do open, @RedCrossHouston will post to
https://t.co/LZivdgu82r #harvey"
401,"To everyone in the path of #Harvey I pray that you are safe &amp; urged you to take shelter &amp; protect each other. -L 
#HurricaineHarvey"
402,💨EXTREME WIND WARNING is your LAST CALL to shelter in place before the winds from the eyewall of #Harvey move onsho… https://t.co/7bGwLM13Bk
403,During or after a natural disaster or other emergency you may be told to evacuate or “shelter in place.” ... https://t.co/4KLglHMSRK #Harvey
404,"Rain remains our biggest concern; shelter in place during the storm. 

Prepare for #Harvey w/ a Disaster Prep Guide… https://t.co/rvrMFGyHDV"
405,Anyone gotten this to work? I tried a bunch of storm-impacted Texas zip codes and no shelters came up. #harvey https://t.co/hecByVxDGm
406,There's something in this for everyone. Hunker down in your #Harvey shelter &amp; read this. How the U.S. Lost Its Mind https://t.co/Xa2JcGtM3L
407,Two #shelters opening in #Austin - #Harvey2017 #HurricaneHarvey #Harvey #Texas #Corpus ☔️ https://t.co/RP1XgqsT6P
408,Find open shelters in your area with the FEMA App or text SHELTER and your zip code to 4FEMA (43362). Msg &amp; data rates apply. #Harvey
409,.@Cowgirloasis #harvey #texas information for open shelters https://t.co/PUyjno5v61
410,"It cannot be overstated - DEADLY SERIOUS situation for the Texas Coast.  If you did not evacuate, shelter in place… https://t.co/DzLEYRFrZr"
411,Good info for Leander on #Harvey. Call 311 or follow #ATXshelter for official shelter information. https://t.co/cpBSyNn5ju
412,Pray for the people who couldnt evac and are hiding in they're tornado shelters #Harvey
413,"Follow the webpage below for evacuation, shelter and safety updates. #Harvey #DFPS https://t.co/vEYEnfV9ig"
414,"No lines at the #Harvey shelter check-in area in San Antonio, 200 Gembler Rd. but did see some owners dropping off… https://t.co/eVH2j4UUiR"
415,"Here's a shelter address, a number to the coast guard, and non emergency line. But if you are in an emergency call… https://t.co/JJFZ6D3xws"
416,Paul Goodloe seek shelter immediately @weatherchannel #Harvey
417,"When officials say it is time to Evacuate.. just go and find the closest open shelter.
🆘🆘🆘🆘
#HurricanHarvey… https://t.co/bwBoXqX2uj"
418,"#Undocumented #immigrants wont need to show ID to access shelters
#Immigration #TXlege #Harvey #SB4 #HurricaneHarvey https://t.co/SpWp5xS5SL"
419,"Texas is going to allow undocumented immigrants into hurricane shelters.
There has to be a money angle.
They are not humanitarians.
#Harvey"
420,"#Harvey 2017: Rescue mission still accepting homeless, Salvation Army shelters evacuated https://t.co/CPvhFrchwP #stxwx #harveystorm"
421,"Along with your animals &amp; family, don't forget your meds. #Harvey Red Cross shelters are opening. https://t.co/yL3nOeVrMU"
422,"Please help local shelters care for abandoned, displaced, &amp; stray animals after #Harvey! #adopt #foster #donate… https://t.co/w3vTjjnPCn"
423,Inbox: @GovAbbott's heading to a hurricane shelter in San Antonio to meet with evacuees at 5 p.m. today. #Harvey https://t.co/ITFIgjiMir
424,The wind is picking up. Seek shelter if needed call 311. Be safe Texans! #ATX #Texas #Harvey #atxweather #atxshelter
425,"From American Red Cross

Dozens of #shelters are opening along the path of Hurricane #Harvey. To find a location,... https://t.co/M4or8nFJFl"
426,".@HumanityRoad has published Situation Report No 1 for #HurricaneHarvey. Useful links, shelter info https://t.co/7yVdG5TOQk #Harvey #hmrd"
427,".@HumanityRoad has published Situation Report No 1 for #HurricaneHarvey. Useful links, shelter info https://t.co/wXznCxXo0P #Harvey #hmrd"
428,".@GovAbbott will visit a hurricane shelter in San Antonio at 5 p.m., per his office. #Harvey"
429,At the Delco Activity Center in Austin. Red Cross has set up as shelter for #Harvey evacuees.55 registered here right now. @Vicadvocate
430,Don't forget to take your pets with you! Here's a shelter list for pets: https://t.co/QbcErLgS8m #Harvey2017… https://t.co/RW1svjC4b2
431,Grocery shelves in Houston. @realDonaldTrump can you confirm @fema already mobilizing to get food/water/shelter to… https://t.co/bvg6wHfCmD
432,"First responders have come from all over the state to help San Antonio's #Harvey shelter preparations, according to Judge Nelson Wolff."
433,"If you have to shelter in place, Store 7-14 days of food &amp; water. https://t.co/PqOGUrFT5K #DAFN #hmrd #Hurricane… https://t.co/OJsLNNTqNn"
434,"If you have to shelter in place, Store 7-14 days of food &amp; water. https://t.co/K0Cq6ko9Ya #DAFN #hmrd #Hurricane… https://t.co/Ln6vCdrs2o"
435,"If you have to shelter in place, Store 7-14 days of food &amp; water. https://t.co/q2Fuj9epzA #DAFN #hmrd #Hurricane… https://t.co/d7Wd9JcSQn"
436,Waiting for Harvey to hit my area and currently sheltering with my wife and kids. Tornados have been spotted near us! #Harvey
437,"So far 21K have download the Ready South Texas app--it provides real time info about evacuation routes, shelters, emergency services #Harvey"
438,694 evacuees in SA shelters right now with 10 full buses waiting at this time #Harvey #kens5eyewitness
439,Attention George West: the city has a shelter available to residents at the old high school gymnasium on Houston street. #HARVEY
440,Attention George West: the city has a shelter available to residents at the old high school gymnasium on Houston street. #HARVEY
441,One Dallas shelter open; others will open as the need arises #Harvey
442,"Here are Red Cross's shelter management training videos if you're interested in volunteering: #Harvey
https://t.co/sRV71D3gV9"
443,Please stay safe. Fill up your tank. Take shelter and secure your animals. Stock up on food and water. #harvey… https://t.co/REFRLNYm6K
444,"""Rush plans to completion"" messages should now be turning into ""shelter in place at your safe area until the storm passes."" #Harvey"
445,Bus from Bolivar has not yet arrived to shelter. Bolivar is under a voluntary evacuation. Volunteers don't know # of ppl on bus #Harvey
446,Fosters needed for shelter animals due to Harvey https://t.co/hQKCYnLsqt via @KXAN_News @austinpetsalive  #Harvey T… https://t.co/aFiV4rUS0r
447,Airbnb is helping Hurricane #Harvey evacuees find shelter. https://t.co/QWcgLiH6iD #StormPrep #Safety
448,"#TX #Laredo shelter open, Haynes Rec Center or cal 311. #Harvey #HurricaneHarvey #hmrd https://t.co/Yc6c5ZVlXK via ^ac"
449,"#TX #Laredo shelter open, Haynes Rec Center or cal 311. #Harvey #HurricaneHarvey #hmrd https://t.co/c9fg5Aa2lZ"
450,Glad to partner with @RedCross to respond to threats like #Harvey. 17 shelters are ready to open if/when needed.… https://t.co/AdKBHIiEUG
451,"Hurricane Harvey evacuees arrive in San Antonio for shelter
https://t.co/U4KBrfXYHR

#Harvey #Harvey2017 #HurricaneHarvey"
452,"8/25
#Harvey- ICE keeping pple in danger from seeking shelter
#DACA Djt plans to pull plug  
#Charlottesville@GOP m… https://t.co/xDJUHU14Xn"
453,"#Harvey about to get deadly, authorities warn. Take shelter. https://t.co/CL8dbkdRMP"
454,ShelterBox is monitoring #Harvey with emergency shelter options and US-based Response Team members standing by if n… https://t.co/sLQdcDvLw4
455,"American Red Cross doesn't allow media in #Harvey shelter, but appears more than a dozen volunteers here #GalvNews"
456,Two shelters open in Austin for #Harvey evacuees. https://t.co/ddU8M3XL7V
457,Current @RedCross shelters set up in S. Texas. Good time to download Hurricane app &amp; stay updated on shelter info.… https://t.co/WbNtRgUFed
458,Time of opening TBA in Galveston/La Marque shelters rn. La Marque shelter was suppose to open at 1:30 but buses hav… https://t.co/GuQqSpaoUm
459,"American Red Cross says Galveston shelter opening later today at McGuire-Dent Recration Center on Seawall Blvd, this is city bldg #Harvey"
460,Monitoring #Harvey with emergency shelter options and US-based Response Team members standing by if needed.
461,"2: No time for enemies, everyone is your friend. They all seek higher ground, literally &amp; figuratively as they gather into shelters #Harvey"
462,We're waiting for first round of ppl &amp; pets arriving at La Marque shelter. Don't recommend driving on I-45 if you can avoid it #Harvey
463,folks in #Houston...if you must evacuate these kind folks are offering you shelter....#Harvey… https://t.co/NaNeQzRx7D
464,"If PEOPLE are afraid Americans would leave them to die or arrest them while seeking shelter from a Hurricane,we've failed as humans. #Harvey"
465,First #ATXshelter locations at Delco Center &amp; LBJ/LASA H.S. are now open for #Harvey evacuees. Call 3-1-1 for more info. @austintexasgov
466,"No one should be afraid...

-Going to shelter because of immigration status.

-Being left to die because of ""illegal"" status. #Harvey"
467,"@emergenza24int 
Dozens of #shelters are opening along the path of Hurricane #Harvey. To find a location, visit:… https://t.co/gFbrKciBA4"
468,https://t.co/DdLNVEErXa Will there be #immigration checkpoints at #Harvey shelters? #WH: People shouldn’t be fearful of going to a shelter
469,Dallas EOC open &amp; #Harvey evacuee shelter at Walnut Hill Rec ctr for up to 300 people. Firefighters went south yest… https://t.co/dfl8cuRLdg
470,In The Streets Hands Up High ministry on Texas 95 in #Bastrop Co. will open as emergency shelter for locals displaced by Hurricane #Harvey.
471,"Nueces Co. (Corpus Christi) tells residents: ""The evacuation period has ended. It is now time to shelter in place."" #Harvey"
472,NO EVACUATIONS have been issued for Houston. Residents need to plan to shelter-in-place this weekend. https://t.co/pQ39qgYxEL #Harvey
473,CNN: Will there be immigration checkpoints at #Harvey shelters? WH: People shouldn’t be fearful of going to a shel… https://t.co/dUtwsOPgxK
474,Will there be immigration checkpoints at #Harvey shelters? WH: People shouldn’t be fearful of going to a shelter https://t.co/9b6SQswTPn
475,"@GregAbbott_TX State officials say Texas has an estimated 41,000 shelter beds, no way to tell how many people actua… https://t.co/yDow3Vwhdi"
