text,label
"If anyone can help, consider volunteering at SA food bank #harvey https://t.co/wH67VaQB6y",Volunteering
If anyone displaced by #Harvey needs a contact in Dallas please contact me via DM. I can help you find shelter and support! #prayfortexas,Relocation
"If anyone has boats, and help rescue or can bring supplies, donations of clothes, food, water or go help they are going to need it. #Harvey",Donation
"If anyone knows of anybody who is in need of groceries, clothes, or money please send me the info #Harvey #HarveyRelief",Money
If I hear even a wisp that Harvey being exploited by ICE to detain immigrants seeking shelter..will lose my mind. #StaySafe #harvey,Relocation
"If in need of relocation please contact @realDeeLouis ANGELS HELPING IN#Houston #TEXAS #houstonflood https://t.co/RYu7qdXKdB",Relocation
If only someone in govt had hotel connections &amp; could donate rooms for those needing shelter... #harvey #harveyhouston @realDonaldTrump,Relocation
"If u want to help: donate to #RedCross #UnitedWay #SalvationArmy Do not send toys, clothes, food. It gets warehoused &amp; doesn't help. #Harvey",Donation
"If you are able to provide housing, transportation, meals or cleanup, please sign up at https://t.co/wt7yjxVPkU#Harvey  #HoustonStrong",Transportation
"If you can donate blood, please do, SA folks. #Harvey #PrayforTexas #TexasStrong https://t.co/PY1h0uuHIi",Donation
"If you can, please donate money to the #RedCross to help the victims of #Harvey! People are really suffering down there &amp; they can use help!",Money
"If you have transportation resources:Register here to help, they can put you where you're needed &gt;&gt;#Harvey#Texas https://t.co/tGHcaPsSp0",Transportation
"If you know someone displaced by #Harvey, please record #GameOfThronesFinale for them. And in the meanwhile, folks, No Public Reveals!",Relocation
"If you make people leave their pets behind, you're not a real shelter.  #HARVEY #petsarefamilytoo",Animals
"If you need a place to stay, dm me. If you need food or clothes or shelter or anything please do not hesitate. #Harvey #texanssticktogether",Donation
If you need assistance and 1st responders haven't gotten to let me know! We will be there in the morning with a boat/food/water #Harvey,Volunteering
"If you use public transportation, please consider following these instructions/accounts for up-to-date info!_Ñ_ https://t.co/NkyKnEps1d",Transportation
"If you would like to be added to our list of volunteers, please contact Jessie at jessie.chambers@bridgingfortomorr_Ñ_ https://t.co/xoThnS9riJ",Volunteering
"If you're going to match @RedCross monetary donations, consider giving $ for photos of followers giving blood. #Harvey",Donation
"If you're looking to #help #donate money or goods to those in #HurricaneHarvey's wake, this thread has #LOCAL_—_ https://t.co/IKulKUWbfv",Money
In need of volunteers: @StarOfHope #Harvey #Houston #HoustonStrong #help4houston https://t.co/ZiXT1KiPJW,Volunteering
In The Streets Hands Up High ministry on Texas 95 in #Bastrop Co. will open as emergency shelter for locals displaced by Hurricane #Harvey.,Relocation
INBOX: Gov. @GregAbbott_TX suspends state and local hotel occupancy taxes as Texans seek shelter during #Harvey https://t.co/Vdd6UQPFXl,Relocation
Interested in volunteering heard on #NPR the #RedCross needs #bilingual volunteers I'm based out of Dallas need info how I can help #harvey,Volunteering
Is there a way for @Uber @lyft 2start an emergency boat pick-up or transportation pick up service 4those stranded in #Harvey affected areas?,Transportation
Is there anyway we can donate clothes to the victims of #Harvey,Donation
Jewish camps open their doors to those impacted by #HurricaneHarvey https://t.co/adtqa3PQtW,Relocation
Jewish summer camps are reopening to host Houston victims https://t.co/48BARcA1zW #JewishCamps #Houston_Ñ_ https://t.co/vk6dy1LIFv,Relocation
Jewish summer camps are reopening to host Houston victims https://t.co/48BARcRCru #JewishCamps #Houston_Ñ_ https://t.co/G0VFM6jDhm,Relocation
Jewish summer camps are reopening to host Houston victims https://t.co/9hc4ENmkvI #Houston #HoustonFloods,Relocation
Jewish summer camps are reopening to host Houston victims https://t.co/cMOhUoLkZJ #JewishCamps #Houston_Ñ_ https://t.co/82SpuVeUxh,Relocation
Jewish summer camps are reopening to host Houston victims https://t.co/cMOhUoLkZJ #JewishCamps #Houston_Ñ_ https://t.co/BJBJYJtpea,Relocation
"Join us for our Labor of Love Relief Drive, Monday, 9/4 at McAllen Medical to volunteer or donate goods to_—_ https://t.co/6BaKhq38Cq",Volunteering
"Judge Emmett on evacuees with pets heading to shelters: ""I talked to the mayor. You should be allowed to bring your pets in"" #Harvey #khou",Animals
Just heard 250 boats of all kinds showed up with volunteers to help with rescues in Houston today. Love my state! #GodBlessTexas #Harvey,Volunteering
"Just made an appointment to donate blood at the South Texas Blood &amp; Tissue Center. Texans, give if you can. https://t.co/IMIJWS1MH5 #Harvey",Donation
"Just my opinion, but giving money (if you can) goes farther than goods that then have to be transported.  #HoustonStrong #Harvey2017",Money
Just talked with someone in Missouri wondering how to donate clothes. Sent him this link. #HoustonStrong_Ñ_ https://t.co/wG9XtO6HrD,Donation
Just want to say thanks to @SPDTX  &amp; Guad. County for hospitality. They offered us food while covering #Harvey. https://t.co/oPeF8YjBCp,Volunteering
"Keeping everyone in our prayers...While some of Houston_Ñés homeless seek shelter, others try to tough out #Harvey https://t.co/oAVAEPBxga",Relocation
"Kempner HS will be a shelter at 11am. Baby clothes, crates, toys, pillows &amp; blankets are needed. 14777 Voss Rd. #sugarland #houston #harvey",Donation
Lack of transportation  and money were huge factors. 2 million live below poverty line in Houston. #Harvey_Ñ_ https://t.co/c2J7Qa4n98,Transportation
Lakewood Church is looking for volunteers. No Red Cross registration. Just come and sign in. #Harvey #TexasUp #TexasStrong #DoingMyBit,Volunteering
Leaving a 2 week old baby and her mom home without transportation to go to work. #whatididonvacation  #Harvey,Transportation
List of shelters in #Houston if you have been displaced by #Harvey and #houstonflood https://t.co/lCWFYA5Ov3,Relocation
"Local news (KHOU) is reporting some people in South Houston are seeking shelter from the flood waters in their attic spaces.#Harvey",Relocation
Looking to help Houston after #HurricaneHarvey? Consider sending money instead of goods https://t.co/El74SaMXR4,Money
Lots of #volunteers at the @RedCrossEastTN this afternoon. They're training to help with #Harvey relief efforts._Ñ_ https://t.co/uneZfsK218,Volunteering
Lots of displaced folks and lots of work ahead in Texas. I just donated to Red Cross. If you are able please consider the same. #harvey,Relocation
Main threat to lives &amp; property w/ #Harvey will be from flooding. Preparations for flooding &amp; displaced people are_Ñ_ https://t.co/yqeqxV4QRl,Relocation
Make sure you have a poncho for everyone and a plan to get on your roof. And warm clothes. Stay calm. #Harvey https://t.co/Xi8ZYFcLjS,Donation
Many evacuees have no idea if they have homes to return to. There aren't tvs in the shelters. News is spread by word-of-mouth #harvey,Relocation
"Mattress Mac @GFToday opens Gallery Furn locations for evacuees. Beds&amp;food avlbl, pets welcome.#Houston #Harvey https://t.co/LDQsDa1zgA",Relocation
"Medical volunteers need basic first aide supply donations at GRB: bandages, gauze, gloves, blood pressure cuffs, etc. #abc13 #harvey",Donation
"Meet one of MANY volunteers up here in #Kingwood who is helping homeowners displaced by the floods. Thank you, Basi_Ñ_ https://t.co/iZUYdsPjJk",Volunteering
"Meet the Cajun Navy, a group of volunteers using their own boats amid #Harvey flooding to rescue those in need_Ñ_ https://t.co/IJWkjDF2SU",Volunteering
"Michigan companies are ready to help with #Harvey aftermath, donating money, volunteers &amp; temporary housing https://t.co/edZh5Kise0",Money
More blood is needed! #Harvey #houstonflood #HarveyFlood https://t.co/V8wMmgcjSB,Donation
More info on transportation for #Harvey evacuees back to the coast here:  https://t.co/XAosAXaeuo Register by end-of-day 09/19.,Transportation
More local volunteers will soon be coming here to pack up supplies and fill their Emergency Response Vehicle to dri_Ñ_ https://t.co/VxJUaeupTJ,Volunteering
More than 20 #RedCross volunteers from our region are among the first responders. https://t.co/DqRkGUvnNb #Harvey https://t.co/8rrnGC4ZSH,Volunteering
"Most of Houston is underwater. So is my house and likely my car. To all in Houston or nearby, stay high, stay dry and stay safe. #Harvey",Relocation
Mountains of donated clothes and supplies show the Incredible generosity of Houstonians to those displaced by_Ñ_ https://t.co/mldbEvwd5t,Donation
My fav aunt lost 2 cars &amp; her home to #hurricaneharvey. We need help getting her transportation &amp; a roof Thanks! https://t.co/5ahWz5MjkY,Transportation
"My heart hurts thinking of stray + #displaced pets. If you come across a #lostpet in #Harvey, pls do all you can to_Ñ_ https://t.co/7AaRxBe0aK",Animals
My parents may need to evacuate. What shelters are on the northwest side of #houston (hwy 249 &amp; cypresswood) #harvey #houstonflood,Relocation
NASA is creating the rain and flooding TX and LA. FEMA camps are coming. #NASA #HoustonFlood #HoustonStrong #FEMA #Trump #NWO,Relocation
Need facilities after #Harvey or #Irma? We have workforce housing camps for sale and ship nationwide._Ñ_ https://t.co/d0FJLjhFpa,Relocation
"NOW: Police say 128 people evacuated from Fairfield Inn and sent to shelter after hotel destroyed from #Harvey. Via @ZachKFOX_CBS",Relocation
OKCPS donating ahead of #HurricaneHarvey!  Join us!  All blood types needed.  @okblood  #Harvey #OklahomaStandard_Ñ_ https://t.co/5NFF97evQZ,Donation
Omg. Please help the people the animals displaced by #Harvey! #DisplacedPets #HurricaneHarvey #HurricaneHarvey2017 https://t.co/x59HS8N15s,Animals
"One Blood, the blood bank here in Florida needs donations of all types of blood to send to Texas. #harvey",Donation
"One reported fatality in #Houston  bc of #Harvey. Plz stay home. If you see water, ""don't drown, turn around."" Can't stress that enough.",Health
One thing we as Memphians can immediately do as we watch the effects of #Harvey is to donate blood. Call @Lifeblood_Org and schedule a time.,Donation
"One volunteer says the Red Cross is asking for 900 more volunteers now &amp; 4,000 more in the coming weeks. #Harvey",Volunteering
Our dear friend @citizenmilton was displaced by #HurricaneHarvey. You can help support his relocation here: https://t.co/Jiyb5T22KE,Relocation
"Our hearts go out to the working nurses, healthcare professionals and volunteers supporting those impacted by Tropical Storm #Harvey.",Health
Our team has been working non-stop to ensure our neighbors are getting transportation to shelter and safety. _ª_Ô_Ñ_ https://t.co/6phSKf7rxF,Transportation
"Our volunteers met a couple displaced by #Harvey from Victoria, with a car but no gas money to get home. Need $60. Let us know. #Austin",Money
"Our volunteers met a couple displaced by #Harvey from Victoria, with a car but no gas money to get home. Need $60. Let us know. #Austin",Relocation
"Our volunteers visited Delco shelter in #Austin today, making new friends. We helped two older couples find temp homes to stay in. #Harvey",Volunteering
"Out delivering food, water, &amp; Donation to my most vulnerable constituents before #Harvey lands. #TeamThierry_—_ https://t.co/AHJheXzagk",Volunteering
Pets are now allowed in evacuee shelters! #houstonflood #Harvey https://t.co/nv6KLMPSRR,Animals
"Pets of Harvey evacuees will be sheltered in S.A., but separately from owners, officials said https://t.co/Q1S5eMrXVD #harvey",Animals
"Please don't forget to donate to animal shelters like @spcaoftexas, @austinpetsalive, @HoustonHumane and @sahumane #harvey",Animals
"Please help #Texas and all those affected by #Harvey. Donate blood, money, baby/hygiene products, food, school supplies. #redcross #stbtc",Donation
"Please help local shelters care for abandoned, displaced, &amp; stray animals after #Harvey! #adopt #foster #donate_Ñ_ https://t.co/w3vTjjnPCn",Animals
Please help Texas if you are able! Thousands displaced with more rain / flooding coming #houstonflood #Harvey https://t.co/FHSbcW6kyL,Relocation
Please retweet: South Texas Blood Ctr needs blood right now for #Harvey survivors https://t.co/cVK3Ifl0kk,Donation
"Please save animals too!Poor dog abandoned in Texas as flood waters rise around him https://t.co/X1Gis2huxm via @MailOnline #harvey",Animals
Please share to help find owner. #Harvey #HurricaneHarvey #displacedpets https://t.co/2hq9bOmeET,Animals
"Pls donate to animal rescues and shelters #Harvey Poor dog abandoned in Texas as flood waters rise  https://t.co/iorhm4zt4q",Animals
"Pls donate to animal rescues and shelters #Harvey Poor dog abandoned in Texas as flood waters rise  https://t.co/iorhm4zt4q",Animals
POOR DOG ABANDONED in Texas as flood waters rise around him #Harvey - Daily Mail https://t.co/9Do5aT48qA,Animals
Pray for Texas! Then go clean out your closet. These people need clothes.Toiletries.Linens. EVERYTHING! Be the rainbow!#Harvey #TexasStrong,Donation
"Pray, donate, volunteer, give blood. That is what America needs today &amp; for some time to come. #Harvey #Harvey2017 #HarveyStorm #HarveyFlood",Donation
"Red Cross cites need for blood, monetary donations in wake of #Harvey https://t.co/IdokbZWxWs",Donation
"Red Cross needs volunteers for Harvey response, holding several ""boot camp"" sessions. #Harvey #WakeUpWith10 https://t.co/6bWaMZCjMB",Volunteering
Red Cross shelters open in Houston.  https://t.co/Kgq89hq64u #hurricaneharvey #houstonharvey #harveyhouston #harvey,Relocation
REFUGEE PETS: APA needs short term fosters for animals displaced by #Harvey https://t.co/cS60zxESq8,Animals
"Reports: Rockport Ace Hardware destroyed. 128 evac'ed to shelter from Rockport Fairfield Inn, &amp; large boats inland in Port Aransas #Harvey",Relocation
"Retweeted Larry Collins (@LarryNBC5):Goodbyes at Dallas shelters. #Harvey evacuees can't have pets in shelters.... https://t.co/Vmvn6nAUjq",Animals
RIGHT NOW: @RedCrossMSouth is training volunteers who want to deploy to help in south Texas. #Harvey https://t.co/dN0JRGuZkd,Volunteering
"Roof and water damage caused by #HurricaneHarvey forced temporary relocation of @NBPDTX HQ starting today. https://t.co/TAyPEYJZFp",Relocation
San Antonio awaiting thousands of coastal residents displaced by #Harvey. Clear skies but wind picking up. https://t.co/A6kRiok869,Relocation
San Diego/Imperial Valley chapters of @RedCross holding boot camps for #HurricaneHarvey #TexasRelief volunteers_Ñ_ https://t.co/WOW1mJWPaR,Relocation
Seeing volunteers rescue strangers during such a divisive time in our country is restoring faith in humanity._Ñ_ https://t.co/fcjodQncI1,Volunteering
Send cash not food and Donation. More efficient to purchase locally than shipping items that might not be needed or_—_ https://t.co/n2WO5gWJSa,Money
Send me links to places that need volunteers!  I want to help ppl in my city! #Houston #Harvey,Volunteering
Several organizations are providing day camps for kids to get relief from the flood.  https://t.co/D3177SeIKM . #harvey #HOU #HarveyRelief,Relocation
"Shelter is looking for more volunteers for evening shift, after 6PM at #GRB. @fema is here, helping people register_Ñ_ https://t.co/prcLHkoePu",Volunteering
"Shelters in need of food, toys, diapers, formula, warm clothes, blankets, dog supplies, anything you think could help. #Harvey",Donation
"Shock, stress, hours in size of #Harvey catastrophe is taxing everyone from volunteers, first responders &amp; Drs to media and Sevice providers",Volunteering
"Skilled volunteers, please sign up at https://t.co/JR6JPLBQ2e to assist with #Texas hurricane disaster relief._Ñ_ https://t.co/LWcXt3ec9J",Volunteering
"So amazed at the incredible kindness of strangers, out of state volunteers, and Texans helping Texans. #harvey",Volunteering
So inspired by the heroic actions of first responders &amp; volunteers in Texas. It is the best of humanity on display. #Harvey #HoustonStrong,Volunteering
So many kids come to @boulderruncamps from the Houston area. Just make $500 donation to @HoustonFoodBank #HoustonStrong #HoustonFloods,Relocation
So proud of my friend @snefaniearc and all of the @RedCross volunteers providing help and support for everyone in_Ñ_ https://t.co/SEnIoXDaxL,Volunteering
So touched by the valiant volunteers who are helping rescue efforts in #houston. Bless these people. https://t.co/lSFqjn8ejS  #Harvey,Volunteering
Some other places you might want to donate money for #Harvey https://t.co/rUhUeNicls,Money
"Southeast Texas Food Bank in urgent need of volunteers before, after storm https://t.co/qNJoeNpWS5 #Harvey_Ñ_ https://t.co/LpYeuClzOv",Volunteering
Southside Virginia can help the American Red Cross by donating blood.  Hope to see you on the 11th. #Harvey https://t.co/1Ux5gAv523,Donation
State asks volunteers to help rescue people in #Houston https://t.co/lRs5hRh6sp #Harvey #Harvey2017 #HurricaneHarvey,Volunteering
Still want to help #Harvey victims locally? Thought about giving blood? Check these options out: @WLWT https://t.co/UZZRRyH5sS,Donation
"Still want to help after #HurricaneHarvey? More Red Cross boot camps are planned, including one in Utica. https://t.co/p3AeEjLDED",Relocation
"Texans pull together. If you can afford to, find the nearest place that's accepting donatios. Food, clothes, water. #Harvey #TexasStrong",Donation
Texas @GovAbbott and @KirkPWatson chat after serving food at Austin shelter. #harvey #txlege https://t.co/FR0QV0qdFS,Volunteering
Texas asking volunteers to not self-deploy. Just showing up 2 Hurricane #Harvey communities creates burden 4 first responders. via @fema,Volunteering
"Texas coastal gators displaced by Harvey#Harvey #Hurricane #Houston #CorpusChristi #Austin #Texas #GOES16 #NWS https://t.co/69GDoNLQIP",Relocation
"Texas is underwater. Now is the time to give blood, save lives, help each other. #DACA #NAFTA #Harvey #FoodBank https://t.co/xnuDBbMBId",Donation
Texas Jewish summer camps reopen to host Houston victims | The Times of Israel #Harvey https://t.co/6LpSg6Fw3p,Relocation
Thank you volunteers at Samuell Grand Recreation Center now sheltering evacuees. Our boys wanted to help. More need_Ñ_ https://t.co/LCyTH8L4zA,Volunteering
The @RedCross seeks mental health pros who are not already Red Cross registered volunteers to assist with #Harvey. https://t.co/keK9hat4lU,Health
The American Red Cross is accepting monetary and blood donations to help those affected by #Harvey. https://t.co/EPOeLQeanv,Donation
"The American Red Cross will open a shelter for evacuees in La Marque today at 1:30 p.m.#Harvey https://t.co/Qli1FVRQqh",Relocation
The Central Texas community and @bswhealth staff respond to need for blood donations ahead of Hurricane #Harvey. Th_Ñ_ https://t.co/C0ZjQvlOPt,Donation
"The devastation from  #harvey, #houstonflood is heartbreaking. rescuers, volunteers, donators, you're heroes. https://t.co/oHMI6cw1xD",Volunteering
The heroic actions of rescue workers and volunteers to save the victims of #Harvey show just how strong the bonds are between Americans,Volunteering
The only shelter for disaster relief currently open @RedCrossHouston is the MO Campbell Center 1865 Aldine Bender #Harvey,Relocation
The volunteers are prepared to staff shelters and assist with the movement of resources and supplies to support the operation. #Harvey,Volunteering
These shelters in Houston could use your financial help. They are saving lives tonight. #Harvey https://t.co/lYDt1oXUC6,Money
"They need blankets and towels at the GRB, NOT clothes. #Harvey #HarveyRelief https://t.co/45CUJmwLX4",Donation
"Thinking of everyone in hurricane #Harvey s path. If I can donate blood, please give it. If you can donate clothes,_Ñ_ https://t.co/R2su5hoYOW",Donation
"Third shelter opens for evacuees, but many Americans are now #Refugees. We must open our homes to them. #Harveyhttps://t.co/3XhLk0VDyz",Relocation
"This is a real disaster, money is gr8 donation but they need #volunteers too IF you can safely make it to area b4 morning, plz go #Harvey",Volunteering
This makes my heart happy. Thank you to these amazing volunteers #harvey https://t.co/FmypW1oyjC,Volunteering
"This takes seconds to do. People need clean water, food, clothes, shelter. #HurricaneHarvey #Harvey #Houston_Ñ_ https://t.co/YH4LeLnTle",Donation
Thoughts and prayers are with #Texas; there's an emergency need for #blood. #redcross #donate #harvey #hurricane   https://t.co/nCLUISECke,Donation
"To assist #Harvey evacuees, please donate toiletries, diapers &amp; clothes to @CarringtonEdu's Mesquite campus near Da_Ñ_ https://t.co/n7UwOAe2rV",Donation
"To make a $10 donation to the Red Cross, text the word HARVEY to 90999 and the money will be charged to your phone bill.  #Harvey",Money
"Tonight I'll be hosting #TiDALSZN Pop-Up Show at 8PM. We're collecting goods for victims of #HurricaneHarvey, so co_—_ https://t.co/6lXUsZrgOK",Volunteering
Traffic jam of boats as more volunteers descend on Orange Texas to evacuate #harvey flood victims https://t.co/LAUytZQQ8y,Volunteering
Truly remarkable-neighbors helping neighbors. During #Harvey everyone is a first responder - volunteers help get pp_Ñ_ https://t.co/0QhmccC4Dx,Volunteering
"TX @GovAbbott, @JohnCornyn , @GinaForAustin @EddieforTexas &amp; @DrBuckinghamTX are here to serve food. #txlege #harvey https://t.co/qgPakrOEfy",Volunteering
"Uber offering transportation to the shelters (volunteers can catch a ride, too) #Harvey #Uber #HoustonStrong https://t.co/oZ8Zzu8UWe",Transportation
"Uber offering transportation to the shelters (volunteers can catch a ride, too) #Harvey #Uber #HoustonStrong https://t.co/oZ8Zzu8UWe",Transportation
Update: I'm safe (and probably will be) in N Austin. Please pray for the people that have been displaced or still taking damage. #harvey.,Relocation
VERBATIM: Celebrities donate money to #Harvey storm relief. More: https://t.co/mYgQOUKGcs https://t.co/7NbEiiceIh,Money
"Victims of #Harvey will need food, money, housing and clothing -- others may need blood. What you can do to help -_Ñ_ https://t.co/di3hLOeeOm",Donation
"Victims of #Harvey will need food, money, housing and clothing -- others may need blood. What you can do to help -_Ñ_ https://t.co/GDEGNewtvP",Donation
Video of our hotel as it took severe #damage in #Rockport as we sheltered from #Hurricane #Harvey's eyewall. https://t.co/5c5LMN4BZo,Relocation
"video says they will be moved to other shelters, are these the #femacamps and it also said the devastation of #Harvey is more than one 1/2",Relocation
View&gt;Maybe one simple insurance industry #Harvey relief project could be helping schoolkids get backpacks and back-to-school clothes.,Donation
Want to help Hurricane #Harvey survivors? Donate blood. Many patients are being relocated to DFW area.... https://t.co/rwGwQhEa6C,Donation
"Want to help out in the wake of #Harvey?Other than food &amp; medical Donation, contribute to turning Texas Blue.GOP_—_ https://t.co/qCHh1tWOMI",Volunteering
Want to help Texans hit hard by Hurricane #Harvey? Make a donation to @bloodassurance! https://t.co/U0W10vVza0,Donation
Want to help those affected by #Harvey? Give blood tomorrow at Holy Name in Teaneck. https://t.co/6atc4lbw2G via @northjersey,Donation
Watching the volunteers who are the ones rescuing people is truly incredible. What selfless and loving people. Thank you !_ù_«ôè#harvey,Volunteering
"Way to go! Proud of the camp peeps: ""Texas Jewish summer camps open to flood victims"" via @jewishsf https://t.co/Eawoq8EsqA #hurricaneharvey",Relocation
We are looking for volunteers to help shelter #Harvey evacuees! Get trained tomorrow: https://t.co/mRytM9Zk7S https://t.co/hXx1QrubPt,Volunteering
We are offering free transportation to and from our #dialysis center for ALL patients affected by #Harvey! Call 281.201.2636 for pickup.,Transportation
We donated to Austin Pets Alive! that has been helping shelters in the direct line of Hurricane Harvey. https://t.co/f9yp7MY2c6 #Harvey,Animals
"We have 14 passenger van to help with transportation in/around Austin area for #Harvey, Austin Convention Center, o_Ñ_ https://t.co/ErqkmW6XJX",Transportation
"We need shelter volunteers! Come get trained today at 10, noon, 2 or 4pm. #harvey  https://t.co/mRytM9Zk7S",Volunteering
We will be open 9am tomorrow to help with your transportation needs. Please let us know how we can help! We can arr_Ñ_ https://t.co/nEopq7LN1F,Transportation
We're getting a lot of volunteers asking to help. We're directing them to https://t.co/VF6JtdBmep They'll connect y_Ñ_ https://t.co/ugPue8E6gX,Volunteering
We're open! Join us at 3642 E Houston to register and train to be a shelter volunteer. We'll be here until 2pm._Ñ_ https://t.co/cDkwhiY6do,Volunteering
Well said _ª¥ç donate to Red Cross for victims displaced by #Harvey! #HoustonFloods #Texas https://t.co/rqhcAgKikC,Relocation
"When donating items: blankets and towels are needed more than clothes - easier to put to immediate use. Cash is best.#harvey",Donation
"Where are you. Do you have transportation? Go to your nearest church, they will help you. #HurricaneHarvey https://t.co/PJPSnonhcr",Transportation
Where can I donate clothes for the ones affected by #harvey ?,Donation
"Why don't you send your own money to our education systems, safety departments, &amp; transportation depts._Ñ_ https://t.co/guy9EPOD6t",Money
Working with @rose_unplugged today on AM 1250 The Answer raising $ and goods for victims of #HurricaneHarvey #HurricaneIrma,Money
"Would love to know from those on the ground how those from afar can best help #Harvey victims. $$, food, clothes?",Donation
"Would love to know from those on the ground how those from afar can best help #Harvey victims. $$, food, clothes?",Volunteering
You don_Ñét have to spend money to help #Harvey victims. You can donate #blood to help with relief efforts. &gt;&gt;_Ñ_ https://t.co/XRuYf8S9f0,Donation
"You should tell people (in other states) how they can help...donate blood, money, time etc. #HurricaneHarvey #HARVEY @CNN @AnaCabrera",Donation
